"HH_CODE_OLD","HH_CODE","b002","oblast","region","priz","hsize","child14","child5","Nempl","hhhsex","hhhage","hheduc","hhhst","hhhempl","hhhwt1","hhhwt2","xf1","xf2","xf3","xf4","xf5","xf6","xf7","xf8","xf9","xf10","xf11","xf12","xf13","xf14","xf15","xnf1","xnf2","xnf3","xnf4","xnf5","xnf6","xnf7","xnf8","xnf9","xnf10","xnf11","xnf12","xnf13","xnf14","xnf15","xnf16","xnf17","xnf18","xnf19","xh1","xh2","xh3","xe1","xe3","xe31","xe6","xe7","xe8","xe9","xe10","xe11","xu1","xu2","xu3","xu4","xu5","xu6","xu9","xu10","xu11","xu13","xa1","xa2","xa3","xa4","xa5","xa6","xa7","xeout","xtax","xother","xalim","xbuild","xhelp","xserv","cdur","y1","y2","y3","y41","y42","y43","y44","y45","y46","y5","y6","y7","y8","y9","y10","y11","y12","y13","toty","xf","xnf","xh","xe","xu","xa","cf","cnf","cserv","totx","totc","pcc","pccx","pccf","decilc","quintilc","quartilc","decilx","quintilx","quartilx","one","pline_dc","f_linec","pindex","one2","meanpi","cpi","pccddc","cpsc","fpsc","pgc","p2c","fpgc","fp2c"
20002,822940603,1,41702,1,2,2,0,0,0,2,66,5,4,0,0,0,10237.0949533695,6412.73306746104,10689.28548,0,1824.99996,912.49998,2451.6980594717,3340.27351383931,2560.40937902024,2580.92816313728,343.120058456583,369.880073640234,1827.87784358517,0,449.302553700617,0,3535,2720,1134,0,0,0,0,270,0,6000,0,0,2005,1045,568,408,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6369,0,2059,0,560,100,421,1970,2000,0,0,0,0,0,0,0,0,2044,0,0,0,4500,3269,736.30283188553,27454,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,640,60094,44000.1030856816,17695,0,0,13479,0,44000.1030856816,11425,16748,79453.4059175672,72909.4059175672,36454.7029587836,39726.7029587836,22000.0515428408,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,101.894071674899,0,0,0,0,0,0
20006,573714424,1,41702,1,2,1,0,0,0,2,80,5,4,0,0,0,3356.95689265914,3013.9942948421,7014.67870090993,1433.92854,1295.79715694606,1033.53653669056,1375.99203333333,4344.404776732,3636.964206,1501.27298037767,347.1845162,945.089265,738.930696834004,0,0,224,1775,220,58,0,0,0,0,35,0,0,0,0,0,575,495,178,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,0,210,80,508,1740,750,0,0,0,0,0,0,0,0,0,0,0,0,1000,4330,571.617793393188,0,30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,30900,30038.7305965248,3577,0,0,6368,0,30038.7305965248,3542,10698,45850.348389918,44850.348389918,44850.348389918,45850.348389918,30038.7305965248,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,125.63326762848,0,0,0,0,0,0
20009,562468984,1,41702,1,2,1,0,0,1,2,45,1,1,1,1,2,3786.28706946066,8565.07759474778,14861.7323751563,1337.4642564,1660.08146544615,2211.5903533125,1571.88823315837,2850.55369331313,3939.5643827973,6529.58477642761,413.109230266796,0,865.105933356698,0,0,0,9890,2250,35,0,4600,0,0,4330,0,9000,400,3900,450,1362,4180,555,1555,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599,0,342,178,470,3780,2740,0,0,0,0,0,0,0,0,7377.5,0,0,0,16200,10713,1027.39858082589,89718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,90358,48592.0393638433,42507,129,0,11109,0,48592.0393638433,20677,21951,115824.937944669,92247.4379446691,92247.4379446691,115824.937944669,48592.0393638433,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,257.190293959747,0,0,0,0,0,0
20012,112937037,1,41702,1,2,4,1,0,2,1,72,1,4,0,0,0,17751.2933136999,3149.25847134783,15094.121567059,4771.071324,3567.8749218,2965.624935,4399.553475,10511.1449829235,6563.53613893964,12086.512073218,776.585509294737,391.07142,1490.85093491807,0,673.953830550925,35,4797,2480,466,0,0,0,0,465,0,0,294,0,350,1286,763,264,57,25,6045,0,0,0,0,0,0,1940,0,0,150,660,0,0,0,3751,0,300,140,0,1910,18500,130,0,0,0,0,0,0,0,3162.6,0,0,0,0,4546,722.430999128303,46410,55601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,102651,84192.4528977517,11282,6045,2750,24601,130,84192.4528977517,10817,37942,136966.48389688,133673.88389688,33418.47097422,34241.62097422,21048.1132244379,8,4,4,8,4,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,93.488301887895,0,0,0,0,0,0
20015,631164964,1,41702,1,2,2,0,0,0,1,66,3,4,0,0,0,3182.36954476191,2541.96423,5512.32942463636,716.96427,1278.50271923077,130.35714,0,1428.4969925,1482.8124675,2037.44591113586,638.749986,0,563.7946305,456.24999,195.53571,0,6785,3400,0,0,2910,0,90,2370,0,0,150,0,6780,515,290,395,1860,20,650,930,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,398,474,0,1940,3090,100,0,0,0,0,0,0,1950,804,1500,0,0,12500,6870,745.2508961665,17510,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,52036,20165.5730162649,25565,1580,0,7693,100,22115.5730162649,20195,17643,74102.8239124314,60698.8239124314,30349.4119562157,37051.4119562157,11057.7865081325,7,4,3,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,84.1634591085463,0,0,0,0,0,0
20021,800547899,1,41702,1,2,3,0,0,1,2,82,1,4,0,0,0,5419.84771555532,951.607122,1714.196391,1129.76188,1102.85564671331,1396.68364285714,417.142848,393.988045390916,1359.30470500443,3564.51360571239,555.84284496,0,329.612148899095,521.42856,0,180,4265,2060,404,0,0,0,0,0,0,0,610,800,100,555,1095,343,525,27,910,950,0,0,0,0,0,0,0,0,250,1800,0,1000,0,2108,198,486,380,0,1525,1240,0,0,0,0,0,0,0,1300,0,0,0,0,0,4355,524.736516964186,20000,34091,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,526,60617,18856.7851560926,10964,1860,2050,6937,0,20156.7851560926,10164,15202,46047.5216730568,46047.5216730568,15349.1738910189,15349.1738910189,6718.9283853642,2,1,1,2,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,42.6688916240335,100,0,0.197953164961776,0.0391854555183839,0,0
20023,232059481,1,41702,1,2,2,0,0,1,2,57,5,4,0,0,0,8362.93430405123,1264.62965064069,7277.47428029287,0,2402.53475467819,516.768268345279,4012.1755073,993.84283536,1360.86013459646,2001.87455941266,260.71428,0,707.337148502511,0,0,0,1125,2310,24,0,80,0,0,110,0,0,0,0,60,784,473,39,175,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,0,400,126,0,3470,710,0,0,0,0,0,0,0,0,0,0,0,0,2400,3270,468.139593813479,64300,15420,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,412,84632,29161.1457231799,5196,0,0,6609,0,29161.1457231799,5006,9879,46914.2853169934,44514.2853169934,22257.1426584967,23457.1426584967,14580.5728615899,5,3,2,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,62.3160208475181,0,0,0,0,0,0
20024,609050944,1,41702,1,2,5,1,1,2,1,47,1,1,1,1,2,16379.7016689377,22723.8474553201,18008.4782767606,4720.05256613626,3866.06924101901,3229.80167715799,3280.46239963486,7382.37743564816,17582.9545622586,21630.2038990266,1062.68631249359,1283.98634934645,1605.63557107034,0,0,0,4540,4590,268,1596,0,0,200,25,1700,0,0,0,800,2009,1126,1434,1220,58,950,0,0,0,26000,0,0,0,0,0,0,3250,0,0,0,4123,0,750,252,0,1080,16580,0,0,9630,0,2460,0,0,0,2154,0,0,0,5300,8389,788.546372573283,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,118412,122756.25741481,19566,950,29250,22785,12090,122756.25741481,17641,61374,222103.803787384,202559.803787384,40511.9607574767,44420.7607574767,24551.251482962,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,113.243880610214,0,0,0,0,0,0
20038,245559181,1,41702,1,2,4,0,0,1,2,66,6,4,0,0,0,16034.2881673833,6258.02013779806,19510.7780931912,846.974618988702,5149.7588157,3284.999928,4334.374905,10298.7600351028,7669.95968885016,11620.9467933028,1088.50261063448,629.110183822672,1544.67695693517,442.884607448505,3055.25736516419,380,11620,4900,656,1367,1900,0,200,400,0,0,40,0,0,1157,1091,255,690,326,310,0,0,0,0,0,0,0,0,0,500,480,0,0,0,2636,0,500,231,0,2540,1950,0,0,0,0,6400,0,2450,0,0,0,0,0,13000,12497,7647.82579016453,68000,23410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,91822,91769.292907322,24982,310,980,7857,8850,91769.292907322,22482,21644,165393.118697487,143543.118697487,35885.7796743716,41348.2796743716,22942.3232268305,8,4,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,100.421816970665,0,0,0,0,0,0
20045,701346898,1,41702,1,2,4,2,0,2,1,40,3,1,1,1,2,12808.71876688,10276.4263592069,30163.4015595611,529.359136867939,5710.62277201902,4562.4999,3177.4552875,12399.422003183,13245.2165464286,14233.9313531785,1139.31370529318,1761.50851470348,5957.58884698686,3994.51521857143,0,150,14835,7680,1505,0,7292,28000,650,2320,0,25000,1760,0,5378,1914,1650,270,1350,0,177,0,0,0,0,0,0,750,0,0,500,620,0,0,0,5300,0,0,0,0,5830,9340,500,0,0,0,0,0,0,1365,11259.2,0,0,100000,7000,13964,7154.98249700446,187272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,187684,119959.97997038,99754,177,1870,20470,500,121324.97997038,36492,36481,220212.162467384,201452.962467384,50363.2406168461,55053.0406168461,30331.244992595,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,140.763915736071,0,0,0,0,0,0
20046,686976320,1,41702,1,2,4,2,0,1,1,47,5,2,0,0,0,20223.1581589032,23223.7183243307,17994.2429259632,1173.21426,4127.43294525,5103.08664990963,5963.839155,12163.018332058,8115.83703334811,19936.3782069731,863.239888293592,1635.68647793895,2606.72404846179,987.174473454975,2426.23378998333,75,8050,3250,2235,1480,0,0,100,16180,0,2000,250,530,300,3480,1699,1247,265,40,570,600,900,0,0,0,0,5500,0,0,300,590,0,0,0,3442,0,400,308,0,4420,6280,100,600,0,0,5200,0,0,1495,0,18000,0,0,10600,8010,2093.65877003339,138500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,138912,126542.984669869,41181,2070,6390,14850,5300,128037.984669869,22371,49320,217722.643439902,201822.643439902,50455.6608599755,54430.6608599755,32009.4961674671,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,141.171076133347,0,0,0,0,0,0
20050,304309624,1,41702,1,2,3,0,0,1,1,74,1,4,0,0,0,21838.9517129495,7429.89209143094,12848.4724761238,0,1999.64008945747,1173.21426,2528.6897663852,1445.6444521513,5583.5271513497,4225.7397444541,547.9345118,0,1359.79853369616,0,1303.5714,0,1220,660,132,20,245,0,60,0,0,0,78,0,200,764,360,151,311,19,1743,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2578,0,0,151,0,2260,8000,0,0,0,0,9800,0,700,0,0,0,0,0,0,2232,999.262951524466,8000,43600,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,456,57056,62285.0761897982,4220,1943,0,12989,10500,62285.0761897982,3915,17164,94863.3391413227,84363.3391413227,28121.1130471076,31621.1130471076,20761.6920632661,7,4,3,7,4,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,78.9487176737736,0,0,0,0,0,0
20072,870524453,1,41702,1,2,2,0,0,0,1,62,3,4,0,0,0,9181.81572975655,2470.267803,10819.64262,1974.910671,4692.85704,1303.5714,1776.91713313555,3514.9499820605,2892.33874602787,3005.59900895799,304.995607516963,175.982139,691.759436693439,0,651.7857,0,650,510,197,0,0,0,0,30,0,0,0,0,0,1159,502,250,0,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,0,366,0,0,600,370,200,0,0,15100,8080,0,0,0,0,0,0,0,0,1324,677.824093177718,0,36316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,37070,43457.3930171489,3358,26,0,4506,23380,43457.3930171489,3328,5856,76699.2171103266,53319.2171103266,26659.6085551633,38349.6085551633,21728.6965085744,6,3,3,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,75.0333038617911,0,0,0,0,0,0
20075,350522637,1,41702,1,2,2,0,0,2,1,57,41,1,1,4,0,9015.083831854,2998.21422,11210.71404,2802.67851,3685.30497875,1614.900838579,1845.26009979461,3104.57575174383,6557.02766564459,5848.27412072677,670.686144822206,651.7857,1241.15474276766,0,0,0,4630,1510,108,1300,0,0,0,135,180,0,0,0,0,1331,850,280,490,36,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,320,5170,0,400,0,0,3220,0,0,0,460,0,0,0,0,4176,5826.62666717909,132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,132662,51245.6606446827,10850,441,0,8790,3220,51245.6606446827,10535,13407,84694.2873118617,81014.2873118618,40507.1436559309,42347.1436559309,25622.8303223413,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,113.328984280062,0,0,0,0,0,0
20076,962549439,1,41702,1,2,1,0,0,1,2,80,5,4,0,0,0,6976.38782089278,2392.67286287783,5912.69687313462,488.839275,2607.1428,945.089265,1890.17853,974.4196215,0,1899.52778570828,234.642852,0,652.472478739626,0,0,0,1010,75,0,0,0,0,0,124,0,0,0,0,0,824,0,178,60,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7645,0,0,0,0,0,441.622310746697,116000,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,143062,24974.0701648531,2308,0,0,2139,0,24974.0701648531,2184,2139,37383.6924755998,29738.6924755998,29738.6924755998,37383.6924755998,24974.0701648531,7,4,3,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,83.7668643398208,0,0,0,0,0,0
20078,994767845,1,41702,1,2,2,0,0,1,1,58,7,1,1,5,0,11391.8507894393,10024.464066,10884.82119,4758.03561,1599.38183307692,1130.4305870053,2186.9749330899,4106.01145181707,5561.90464,4064.86006265921,382.084230946796,391.07142,435.989284691577,391.07142,0,200,6350,3400,481,0,3266,0,0,551,0,0,0,0,625,780,1275,220,1100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,360,84,0,1500,10400,200,1280,0,0,4530,0,140,650,0,0,0,0,0,4173,491.797416474866,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,662,33362,57308.9515187261,18295,0,0,15134,4870,57958.9515187261,14478,19307,97105.748935201,92235.748935201,46117.8744676005,48552.8744676005,28979.4757593631,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,129.008771147045,0,0,0,0,0,0
20079,565339975,1,41702,1,2,1,0,0,1,1,58,1,1,1,5,0,6064.71023178439,0,1768.82551263864,1698.5535342,1780.6785324,977.67855,1422.07789090909,572.640293571429,0,1662.45623790825,213.1339239,0,550.80841528538,0,1916.249958,0,1720,560,0,0,0,0,0,60,0,0,0,0,0,536,30,200,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.985419263509,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,18162,18627.8130805972,3266,0,0,2090,0,18627.8130805972,3206,2090,24271.7984998607,24271.7984998607,24271.7984998607,24271.7984998607,18627.8130805972,6,3,3,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,68.2068991849064,0,0,0,0,0,0
20080,436210416,1,41702,1,2,2,0,0,1,2,65,3,4,0,0,0,12126.884642335,10265.624775,18435.273474135,521.42856,3073.68414315789,968.940503147398,1571.88823315837,2346.42852,6257.14272,13648.7390127274,421.260278320194,0,1171.92846457364,0,0,0,5740,4345,282,0,2566,0,0,1980,0,0,141,0,880,1365,670,610,3565,550,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072,0,614,84,0,1400,8400,245,0,110,350,3644,0,0,0,1540,0,0,0,0,2720,540.35138414582,30000,32021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,62683,70809.2233265548,22694,2965,0,12570,4349,70809.2233265548,18148,18255,113641.574710701,107752.574710701,53876.2873553503,56820.7873553503,35404.6116632774,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,150.854106250358,0,0,0,0,0,0
20082,519799578,1,41702,1,2,5,2,0,1,1,50,5,1,1,1,2,18544.1578150178,1187.3362835,4777.82410545797,0,2811.09583649419,492.7499892,2566.40619375,2089.787900625,391.07142,4249.90260504552,449.732133,0,1006.59342640431,0,0,0,4449,3035,2423,0,5410,0,210,335,0,0,50,0,0,1056,460,217,2270,130,280,0,0,0,0,0,0,0,0,0,100,100,0,0,0,4290,0,0,0,0,660,0,400,0,0,0,0,0,0,0,1008,0,0,0,0,3745,203.984464493908,29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,662,31762,38566.6577084948,20045,280,200,4950,400,38566.6577084948,14090,9175,63443.6421729887,62035.6421729887,12407.1284345977,12688.7284345977,7713.33154169895,1,1,1,1,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,34.6997146158458,100,0,0.347749725266057,0.120929871422618,0,0
20083,440219185,1,41702,1,2,1,0,0,0,2,70,7,4,0,0,0,6286.59208485639,1590.357108,4345.238,651.7857,1982.5148375,1075.446405,1366.85933318119,2564.52604269231,325.89285,8617.95121253749,399.451521857143,0,277.877483463831,0,0,0,3780,1350,510,0,0,0,0,30,0,0,0,0,1140,685,520,48,330,0,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515,0,350,176,0,400,16640,500,0,0,0,0,0,0,0,0,0,0,0,0,1944,588.21316240362,0,21100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,21762,29484.4925790883,8393,2049,0,20081,500,29484.4925790883,8363,24074,63009.705741492,62509.705741492,62509.705741492,63009.705741492,29484.4925790883,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,173.964225606734,0,0,0,0,0,0
20084,258445651,1,41702,1,2,2,0,0,1,1,60,3,1,1,1,2,8115.43851427067,3324.10707,8147.32125,0,3087.40594736842,1130.4305870053,1231.874973,1808.52318124084,534.464274,8527.30940231841,831.421431728529,0,716.420758447968,336.755945,0,0,2910,1320,0,3140,170,0,0,1024,480,0,0,0,0,515,564,229,0,80,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860,0,630,327,0,1260,6770,150,700,0,0,2180,0,0,0,900,0,0,0,0,2950,1904.06719204928,14000,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,33362,37791.4733343801,10432,1281,0,15847,2330,37791.4733343801,8758,20078,71761.5405264294,68531.5405264294,34265.7702632147,35880.7702632147,18895.7366671901,8,4,4,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,95.6122216931295,0,0,0,0,0,0
20088,460226334,1,41702,1,2,4,0,0,2,1,49,41,1,1,1,2,12130.7374992238,6061.60701,13948.21398,3780.35706,6126.78558,1937.8810062948,1776.91713313555,3015.42136248,9065.74655454546,5527.07008833539,516.2142744,277.410055230175,1597.40560214917,0,449.302553700617,48,10853,3430,0,0,0,0,0,0,0,0,0,0,1590,1113,290,152,65,10,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,1416,0,0,0,0,2040,3020,250,781,450,0,6210,0,0,0,2574,0,0,0,0,1566,1778.8224737858,65600,18920,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,86314,66211.069759495,17551,0,2500,6476,6910,66211.069759495,17551,10542,105566.892233281,96082.8922332808,24020.7230583202,26391.7230583202,16552.7674398738,6,3,3,6,3,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,67.3286670991648,0,0,0,0,0,0
20090,117470350,1,41702,1,2,3,1,0,2,1,49,1,4,1,1,2,12497.853094695,2998.21422,19618.74957,260.71428,2781.42462847826,977.67855,2020.53567,5875.8480855,5263.24893205574,3679.63588899013,283.13570808,228.124995,290.331678513906,4106.24991,325.89285,0,10095,11270,945,0,0,0,300,1868,75000,1500,0,0,700,1183,2295,369,180,120,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,3250,0,0,46,0,2200,400,0,0,0,0,0,0,0,812.5,930,0,0,0,0,8850,504.565360093208,86000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,662,196662,61207.6380613131,105825,0,800,5896,0,62020.1380613131,27157,15546,106157.703421406,105227.703421406,35075.9011404688,35385.9011404688,20673.379353771,8,4,4,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,97.994830268087,0,0,0,0,0,0
20099,876957977,1,41702,1,2,3,2,1,0,2,38,3,8,0,0,0,10664.9386388311,4405.22568204701,6083.3332,0,4481.0266875,2346.42852,1564.28568,2877.73887450925,3041.6666,5243.48239750025,527.946417,391.07142,800.209959675309,0,0,110,3670,2275,1018,0,0,0,105,186,0,0,1140,0,300,516,1185,339,282,80,0,0,0,0,0,0,0,0,0,0,480,100,100,0,0,3955,0,293,135,0,950,370,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,1313.10365355634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,412,22912,42427.3540770629,11206,0,580,5803,0,42427.3540770629,10915,9921,64576.4577306193,64576.4577306193,21525.4859102064,21525.4859102064,14142.451359021,5,3,2,4,2,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,60.2712907663461,0,0,0,0,0,0
20110,421536526,1,41702,1,2,5,2,0,1,1,46,41,5,0,0,0,30288.9801938159,6424.162805625,17533.03533,0,3754.75119321429,881.827711764706,3389.28564,3934.92338314286,5388.09512,4622.29624576852,542.2857024,391.07142,1468.52458792652,0,0,800,12520,3620,645,0,0,0,0,111,0,0,0,0,0,1245,770,328,175,20,800,0,1400,3250,9000,0,0,0,0,0,600,0,0,0,0,3734,0,400,0,1000,1350,1600,0,0,0,0,0,0,0,0,480,0,0,0,0,9552,4266.54990834757,20000,12872,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,412,43284,78619.2393336578,20234,2200,12850,8084,0,78619.2393336578,20123,32686,136174.789242005,135694.789242005,27138.9578484011,27234.9578484011,15723.8478667316,7,4,3,6,3,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,75.7957352352199,0,0,0,0,0,0
20112,658733342,1,41702,1,2,2,0,0,1,1,58,1,4,0,0,0,10424.932063175,7299.99984,22859.5211826429,1955.3571,3453.3779005,2205.208285,2509.374945,7168.65434109689,5897.89552717866,11771.9426514547,399.761896,0,1578.00058001004,2346.42852,1955.3571,4900,13465,9550,81,0,1755,0,0,2425,0,0,350,0,5060,753,1330,254,830,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519,1000,360,0,200,2460,2360,0,0,0,0,0,0,0,0,5720,0,0,0,6000,11196,1143.57661475893,87600,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,121612,81825.8119320582,40798,0,0,10899,0,81825.8119320582,36618,22095,153402.388546817,141682.388546817,70841.1942734085,76701.1942734086,40912.9059660291,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,197.838606270756,0,0,0,0,0,0
20118,237678406,1,41702,1,2,1,0,0,1,2,53,3,1,1,1,2,8787.92228011145,2959.107078,11030.2195384615,0,3222.66420153366,1629.46425,1549.077347,1377.69453439897,0,1213.33792917212,250.2857088,0,290.6964222,0,0,0,11130,3685,326,0,320,0,0,560,0,0,0,0,0,990,1515,174,110,30,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5690,0,0,0,0,2910,1860,100,100,0,0,2660,0,0,0,840,0,0,0,0,3890,656.148510773775,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,456,36456,32310.4692896777,18840,1500,0,10460,2760,32310.4692896777,17960,15850,70376.6178004515,66776.6178004515,66776.6178004515,70376.6178004515,32310.4692896777,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,185.913636403078,0,0,0,0,0,0
20119,588983984,1,41702,1,2,2,0,0,2,2,43,5,1,1,1,2,32871.2613131897,32905.9127682952,65551.8852733034,13768.9729125,10558.92834,2216.07138,2938.74756633956,23610.8190275921,42089.3806191501,42569.2049615821,11948.27473812,6517.857,4089.28254711512,6778.57128,359.442042960493,1000,31160,11940,570,1260,6000,0,100,2554,0,27000,1000,0,2950,3162,2750,332,6030,260,12920,0,5450,0,0,0,0,0,0,100,1000,0,0,0,0,4325,0,480,248,0,2000,11870,300,161,0,0,0,0,0,0,18114,0,0,0,8000,9497,3844.63606293931,305800,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,307006,298774.611770148,98068,18370,1100,18923,300,298774.611770148,62414,47890,439337.247833087,412923.247833087,206461.623916543,219668.623916544,149387.305885074,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,579.352318543364,0,0,0,0,0,0
20120,922472169,1,41702,1,2,1,0,0,0,2,67,3,4,0,0,0,9026.72779826365,4337.33756727273,8199.464106,0,2629.55786919512,912.49998,1366.85933318119,1978.66208168553,2631.62446602787,4054.72914865463,319.374993,0,955.786071084231,0,0,0,2440,1765,20,0,500,0,0,0,0,0,80,0,300,858,745,188,360,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,0,710,124,0,840,370,0,0,0,0,2400,0,0,0,0,0,0,0,0,2926,573.445992191297,0,25560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,26016,36412.6234143649,7256,1815,0,5724,2400,36412.6234143649,6756,10465,56607.0694065562,54207.0694065562,54207.0694065562,56607.0694065562,36412.6234143649,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,151.852828331467,0,0,0,0,0,0
20122,564350112,1,41702,1,2,4,0,0,2,1,59,1,1,1,4,0,15541.2185662211,12310.60240875,32849.99928,0,3780.35706,3193.74993,2733.71866636238,14038.4941049011,13084.6773320557,8093.43738801841,651.7857,2594.38105264534,1613.58803782593,0,0,0,2380,2800,1700,24800,1172,0,0,650,0,0,0,0,0,2495,4160,1430,230,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,0,230,150,0,990,22800,0,700,0,0,0,0,0,0,3360,80000,0,0,0,11550,4502.40880335822,90000,21150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,111606,110486.00952678,42034,0,0,33000,0,110486.00952678,40212,124550,283110.418330138,279750.418330138,69937.6045825346,70777.6045825346,27621.502381695,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,194.143732117655,0,0,0,0,0,0
